case_id,activity,time:timestamp:start,time:timestamp:end
0,A52,2021-09-11 00:00:00,2021-09-12 05:02:00
0,A43,2021-09-12 05:02:00,2021-09-12 05:42:00
0,A63,2021-09-12 05:42:00,2021-09-12 06:25:00
0,A60,2021-09-12 06:25:00,2021-09-12 10:18:00
0,A79,2021-09-12 10:18:00,2021-09-12 13:46:00
0,A46,2021-09-12 13:46:00,2021-09-13 06:44:00
0,A57,2021-09-13 06:44:00,2021-09-15 13:29:00
0,A61,2021-09-15 13:29:00,2021-09-16 10:45:00
0,A13,2021-09-16 10:45:00,2021-09-16 14:04:00
0,A58,2021-09-16 14:04:00,2021-09-17 10:32:00
0,A50,2021-09-17 10:32:00,2021-09-17 10:34:00
0,A51,2021-09-17 10:34:00,2021-09-17 18:29:00
0,A41,2021-09-17 18:29:00,2021-09-18 03:57:00
0,A21,2021-09-18 03:57:00,2021-09-18 06:30:00
0,A58,2021-09-18 06:30:00,2021-09-19 02:58:00
0,A50,2021-09-19 02:58:00,2021-09-19 03:00:00
0,A51,2021-09-19 03:00:00,2021-09-19 10:55:00
0,A28,2021-09-19 10:55:00,2021-09-19 21:09:00
0,A8,2021-09-19 21:09:00,2021-09-20 00:00:00
0,A58,2021-09-20 00:00:00,2021-09-20 20:28:00
0,A50,2021-09-20 20:28:00,2021-09-20 20:30:00
0,A51,2021-09-20 20:30:00,2021-09-21 04:25:00
0,A32,2021-09-21 04:25:00,2021-09-21 17:57:00
0,A12,2021-09-21 17:57:00,2021-09-21 20:49:00
0,A58,2021-09-21 20:49:00,2021-09-22 17:17:00
0,A50,2021-09-22 17:17:00,2021-09-22 17:19:00
0,A51,2021-09-22 17:19:00,2021-09-23 01:14:00
0,A33,2021-09-23 01:14:00,2021-09-23 09:31:00
0,A49,2021-09-23 09:31:00,2021-09-23 21:17:00
0,A47,2021-09-23 21:17:00,2021-09-24 07:47:00
0,A112,2021-09-24 07:47:00,2021-09-24 17:06:00
0,A53,2021-09-24 17:06:00,2021-09-24 17:12:00
0,A45,2021-09-24 17:12:00,2021-09-25 03:09:00
0,A101,2021-09-25 03:09:00,2021-09-26 10:02:00
0,A55,2021-09-26 10:02:00,2021-09-26 17:39:00
0,A114,2021-09-26 17:39:00,2021-09-27 00:34:00
0,A44,2021-09-27 00:34:00,2021-09-27 15:07:00
0,A107,2021-09-27 15:07:00,2021-09-27 23:28:00
0,A54,2021-09-27 23:28:00,2021-09-28 20:04:00
0,A48,2021-09-28 20:04:00,2021-09-28 20:52:00
0,A119,2021-09-28 20:52:00,2021-09-28 21:52:00
0,A56,2021-09-28 21:52:00,2021-09-29 00:52:00
0,A1,2021-09-29 00:52:00,2021-09-29 09:33:00
