Unnamed: 0,PROVISIONAL,BUQUE,IMO,FECHA_ETA,HORA_ETA,FECHA_ETD,HORA_ETD,TXTNUMIMO,TXTESLORA,TXTMANGA,TXTVELMAX,TXTCALADO
598,anon_provisional_690,anon_buque_689,anon_imo_196,04/24/2021 00:00:00,01/01/1900 00:01:00,04/26/2021 00:00:00,01/01/1900 20:00:00,anon_imo_196,88.0,12.8,9.5,5460.0
599,anon_provisional_691,anon_buque_689,anon_imo_196,03/05/2021 00:00:00,01/01/1900 06:00:00,03/11/2021 00:00:00,01/01/1900 17:00:00,anon_imo_196,88.0,12.8,9.5,5460.0
600,anon_provisional_692,anon_buque_693,anon_imo_197,03/08/2021 00:00:00,01/01/1900 12:00:00,03/10/2021 00:00:00,01/01/1900 22:00:00,anon_imo_197,87.0,12.0,0.0,5498.0
601,anon_provisional_694,anon_buque_693,anon_imo_197,09/05/2021 00:00:00,01/01/1900 14:00:00,09/06/2021 00:00:00,01/01/1900 22:00:00,anon_imo_197,87.0,12.0,0.0,5498.0
603,anon_provisional_695,anon_buque_696,anon_imo_198,03/08/2021 00:00:00,01/01/1900 08:00:00,03/09/2021 00:00:00,01/01/1900 20:00:00,anon_imo_198,86.0,15.0,0.0,6350.0
604,anon_provisional_697,anon_buque_698,anon_imo_199,03/10/2021 00:00:00,01/01/1900 16:00:00,03/12/2021 00:00:00,01/01/1900 22:00:00,anon_imo_199,93.73,0.0,0.0,6.1
605,anon_provisional_699,anon_buque_700,anon_imo_200,05/30/2021 00:00:00,01/01/1900 11:00:00,05/31/2021 00:00:00,01/01/1900 14:00:00,anon_imo_200,109.0,16.8,,6.65
606,anon_provisional_701,anon_buque_702,anon_imo_201,06/03/2021 00:00:00,01/01/1900 22:00:00,06/06/2021 00:00:00,01/01/1900 22:00:00,anon_imo_201,88.0,12.0,0.0,5420.0
607,anon_provisional_703,anon_buque_704,anon_imo_202,06/13/2021 00:00:00,01/01/1900 22:00:00,06/15/2021 00:00:00,01/01/1900 16:00:00,anon_imo_202,140.0,16.0,0.0,5240.0
608,anon_provisional_705,anon_buque_706,anon_imo_203,06/13/2021 00:00:00,01/01/1900 06:00:00,06/14/2021 00:00:00,01/01/1900 20:00:00,anon_imo_203,80600.0,12700.0,0.0,4171.0
609,anon_provisional_707,anon_buque_708,anon_imo_204,06/13/2021 00:00:00,01/01/1900 08:00:00,06/14/2021 00:00:00,01/01/1900 08:00:00,anon_imo_204,115.0,18.0,0.0,7450.0
610,anon_provisional_709,anon_buque_710,anon_imo_205,06/15/2021 00:00:00,01/01/1900 09:00:00,06/17/2021 00:00:00,01/01/1900 11:00:00,anon_imo_205,89.9,14.5,10.5,5782.0
611,anon_provisional_711,anon_buque_712,anon_imo_206,04/26/2021 00:00:00,01/01/1900 01:00:00,04/29/2021 00:00:00,01/01/1900 22:00:00,anon_imo_206,110.0,14.0,0.0,6510.0
612,anon_provisional_713,anon_buque_712,anon_imo_206,04/26/2021 00:00:00,01/01/1900 01:00:00,04/29/2021 00:00:00,01/01/1900 22:00:00,anon_imo_206,110.0,14.0,0.0,6510.0
613,anon_provisional_714,anon_buque_715,anon_imo_207,05/03/2021 00:00:00,01/01/1900 22:00:00,05/05/2021 00:00:00,01/01/1900 20:00:00,anon_imo_207,119.5,14.99,13.0,7186.0
614,anon_provisional_716,anon_buque_717,anon_imo_208,05/13/2021 00:00:00,01/01/1900 22:00:00,05/17/2021 00:00:00,01/01/1900 20:00:00,anon_imo_208,106.4,15.2,12.0,5.9
615,anon_provisional_718,anon_buque_719,anon_imo_209,05/17/2021 00:00:00,01/01/1900 17:00:00,05/20/2021 00:00:00,01/01/1900 20:00:00,anon_imo_209,141.0,16.9,,4.7
616,anon_provisional_720,anon_buque_721,anon_imo_210,05/30/2021 00:00:00,01/01/1900 05:00:00,06/05/2021 00:00:00,01/01/1900 08:00:00,anon_imo_210,119.0,16.0,0.0,6280.0
617,anon_provisional_722,anon_buque_723,anon_imo_211,06/16/2021 00:00:00,01/01/1900 06:00:00,06/18/2021 00:00:00,01/01/1900 20:00:00,anon_imo_211,89.0,15.0,0.0,5100.0
618,anon_provisional_724,anon_buque_723,anon_imo_211,04/10/2021 00:00:00,01/01/1900 06:00:00,04/12/2021 00:00:00,01/01/1900 22:00:00,anon_imo_211,89.0,15.0,0.0,5100.0
619,anon_provisional_725,anon_buque_726,anon_imo_212,12/26/2021 00:00:00,01/01/1900 08:00:00,12/30/2021 00:00:00,01/01/1900 23:00:00,anon_imo_212,89250.0,13300.0,0.0,5670.0
620,anon_provisional_727,anon_buque_728,anon_imo_213,01/08/2021 00:00:00,01/01/1900 00:00:00,01/17/2021 00:00:00,01/01/1900 18:00:00,anon_imo_213,140.0,16.0,0.0,5240.0
621,anon_provisional_729,anon_buque_728,anon_imo_213,01/08/2021 00:00:00,01/01/1900 00:00:00,01/17/2021 00:00:00,01/01/1900 18:00:00,anon_imo_213,140.0,16.0,0.0,5240.0
622,anon_provisional_730,anon_buque_731,anon_imo_214,01/09/2021 00:00:00,01/01/1900 12:00:00,01/14/2021 00:00:00,01/01/1900 22:00:00,anon_imo_214,137.03,23.0,0.0,8329.0
623,anon_provisional_732,anon_buque_731,anon_imo_214,02/09/2021 00:00:00,01/01/1900 20:00:00,02/13/2021 00:00:00,01/01/1900 14:00:00,anon_imo_214,137.03,23.0,0.0,8329.0
624,anon_provisional_733,anon_buque_734,anon_imo_215,06/17/2021 00:00:00,01/01/1900 21:00:00,06/21/2021 00:00:00,01/01/1900 21:00:00,anon_imo_215,100.0,16.9,0.0,5910.0
625,anon_provisional_735,anon_buque_736,anon_imo_216,06/27/2021 00:00:00,01/01/1900 18:00:00,07/01/2021 00:00:00,01/01/1900 22:00:00,anon_imo_216,88.8,13.5,0.0,6.71
626,anon_provisional_737,anon_buque_738,anon_imo_217,07/02/2021 00:00:00,01/01/1900 09:00:00,07/05/2021 00:00:00,01/01/1900 22:00:00,anon_imo_217,100.0,16.0,0.0,6390.0
627,anon_provisional_739,anon_buque_738,anon_imo_217,12/23/2021 00:00:00,01/01/1900 12:00:00,12/24/2021 00:00:00,01/01/1900 22:00:00,anon_imo_217,100.0,16.0,0.0,6390.0
628,anon_provisional_740,anon_buque_741,anon_imo_218,07/08/2021 00:00:00,01/01/1900 19:30:00,07/09/2021 00:00:00,01/01/1900 22:00:00,anon_imo_218,89.0,14.0,11.0,5830.0
629,anon_provisional_742,anon_buque_743,anon_imo_219,07/19/2021 00:00:00,01/01/1900 10:00:00,07/21/2021 00:00:00,01/01/1900 19:00:00,anon_imo_219,89.0,13.0,0.0,5678.0
630,anon_provisional_744,anon_buque_745,anon_imo_220,07/20/2021 00:00:00,01/01/1900 12:00:00,07/22/2021 00:00:00,01/01/1900 08:00:00,anon_imo_220,107.0,15.0,0.0,6580.0
631,anon_provisional_746,anon_buque_747,anon_imo_221,03/19/2021 00:00:00,01/01/1900 12:00:00,03/20/2021 00:00:00,01/01/1900 19:00:00,anon_imo_221,139.9,16.8,,4.6
632,anon_provisional_748,anon_buque_749,anon_imo_222,03/19/2021 00:00:00,01/01/1900 05:00:00,03/20/2021 00:00:00,01/01/1900 23:00:00,anon_imo_222,89.0,14.0,0.0,6270.0
633,anon_provisional_750,anon_buque_751,anon_imo_223,03/22/2021 00:00:00,01/01/1900 09:00:00,03/23/2021 00:00:00,01/01/1900 22:00:00,anon_imo_223,87.9,12.8,9.5,5498.0
634,anon_provisional_752,anon_buque_753,anon_imo_224,03/23/2021 00:00:00,01/01/1900 21:00:00,03/25/2021 00:00:00,01/01/1900 22:00:00,anon_imo_224,89.88,15.41,10.0,5.8
635,anon_provisional_754,anon_buque_753,anon_imo_224,04/13/2021 00:00:00,01/01/1900 06:00:00,04/14/2021 00:00:00,01/01/1900 22:00:00,anon_imo_224,89.88,15.41,10.0,5.8
636,anon_provisional_755,anon_buque_756,anon_imo_225,03/24/2021 00:00:00,01/01/1900 21:00:00,03/25/2021 00:00:00,01/01/1900 22:00:00,anon_imo_225,96.0,15.0,0.0,6200.0
637,anon_provisional_757,anon_buque_758,anon_imo_226,03/24/2021 00:00:00,01/01/1900 08:00:00,03/30/2021 00:00:00,01/01/1900 22:00:00,anon_imo_226,130.0,18.6,,
638,anon_provisional_759,anon_buque_760,anon_imo_227,03/29/2021 00:00:00,01/01/1900 07:00:00,03/30/2021 00:00:00,01/01/1900 08:00:00,anon_imo_227,119.0,16.9,0.0,6.76
639,anon_provisional_761,anon_buque_762,anon_imo_228,03/31/2021 00:00:00,01/01/1900 22:00:00,04/05/2021 00:00:00,01/01/1900 20:00:00,anon_imo_228,96.3,13.4,8.5,5.2
640,anon_provisional_763,anon_buque_764,anon_imo_229,11/02/2021 00:00:00,01/01/1900 06:01:00,11/02/2021 00:00:00,01/01/1900 23:00:00,anon_imo_229,100.0,16.0,0.0,5911.0
641,anon_provisional_765,anon_buque_766,anon_imo_230,11/11/2021 00:00:00,01/01/1900 20:00:00,11/12/2021 00:00:00,01/01/1900 23:00:00,anon_imo_230,88.6,12.5,0.0,5420.0
642,anon_provisional_767,anon_buque_768,anon_imo_231,11/27/2021 00:00:00,01/01/1900 22:00:00,12/02/2021 00:00:00,01/01/1900 23:00:00,anon_imo_231,108.2,18.2,11.0,7.1
643,anon_provisional_769,anon_buque_770,anon_imo_232,09/09/2021 00:00:00,01/01/1900 21:00:00,09/13/2021 00:00:00,01/01/1900 23:00:00,anon_imo_232,82.0,12.0,0.0,5285.0
644,anon_provisional_771,anon_buque_772,anon_imo_233,10/05/2021 00:00:00,01/01/1900 20:00:00,10/06/2021 00:00:00,01/01/1900 21:00:00,anon_imo_233,88.0,13.0,0.0,4913.0
645,anon_provisional_773,anon_buque_774,anon_imo_234,10/06/2021 00:00:00,01/01/1900 07:00:00,10/07/2021 00:00:00,01/01/1900 23:00:00,anon_imo_234,93.62,14.55,11.0,6.08
646,anon_provisional_775,anon_buque_449,anon_imo_235,08/04/2021 00:00:00,01/01/1900 11:00:00,08/05/2021 00:00:00,01/01/1900 23:00:00,anon_imo_235,95.16,13.17,10.5,6.19
647,anon_provisional_776,anon_buque_777,anon_imo_236,08/23/2021 00:00:00,01/01/1900 14:00:00,08/25/2021 00:00:00,01/01/1900 23:00:00,anon_imo_236,145.0,22.0,,5.6
648,anon_provisional_778,anon_buque_779,anon_imo_237,09/01/2021 00:00:00,01/01/1900 17:00:00,09/04/2021 00:00:00,01/01/1900 23:00:00,anon_imo_237,82.0,12.0,0.0,5340.0
649,anon_provisional_780,anon_buque_781,anon_imo_238,07/03/2021 00:00:00,01/01/1900 20:00:00,07/05/2021 00:00:00,01/01/1900 23:00:00,anon_imo_238,90.0,14.0,0.0,5.67
650,anon_provisional_782,anon_buque_781,anon_imo_238,07/03/2021 00:00:00,01/01/1900 14:00:00,07/07/2021 00:00:00,01/01/1900 20:00:00,anon_imo_238,90.0,14.0,0.0,5.67
651,anon_provisional_783,anon_buque_784,anon_imo_239,06/13/2021 00:00:00,01/01/1900 23:00:00,06/15/2021 00:00:00,01/01/1900 23:00:00,anon_imo_239,99.0,14.0,0.0,6200.0
652,anon_provisional_785,anon_buque_784,anon_imo_239,09/13/2021 00:00:00,01/01/1900 22:00:00,09/15/2021 00:00:00,01/01/1900 22:00:00,anon_imo_239,99.0,14.0,0.0,6200.0
653,anon_provisional_786,anon_buque_787,anon_imo_240,06/28/2021 00:00:00,01/01/1900 12:00:00,07/02/2021 00:00:00,01/01/1900 23:00:00,anon_imo_240,121.0,16.0,0.0,5060.0
654,anon_provisional_788,anon_buque_787,anon_imo_240,06/28/2021 00:00:00,01/01/1900 12:00:00,07/02/2021 00:00:00,01/01/1900 23:00:00,anon_imo_240,121.0,16.0,0.0,5060.0
655,anon_provisional_789,anon_buque_790,anon_imo_241,05/04/2021 00:00:00,01/01/1900 00:00:00,05/04/2021 00:00:00,01/01/1900 23:00:00,anon_imo_241,89.0,12.0,0.0,5.0
656,anon_provisional_791,anon_buque_792,anon_imo_242,05/28/2021 00:00:00,01/01/1900 08:00:00,05/31/2021 00:00:00,01/01/1900 23:00:00,anon_imo_242,123.17,16.75,11.0,7.1
657,anon_provisional_793,anon_buque_794,anon_imo_243,04/04/2021 00:00:00,01/01/1900 18:00:00,04/05/2021 00:00:00,01/01/1900 23:00:00,anon_imo_243,87.0,11.0,0.0,4150.0
658,anon_provisional_795,anon_buque_794,anon_imo_243,08/08/2021 00:00:00,01/01/1900 12:00:00,08/10/2021 00:00:00,01/01/1900 22:00:00,anon_imo_243,87.0,11.0,0.0,4150.0
659,anon_provisional_796,anon_buque_797,anon_imo_244,04/23/2021 00:00:00,01/01/1900 21:00:00,04/25/2021 00:00:00,01/01/1900 06:00:00,anon_imo_244,120.45,14.99,0.0,7.2
660,anon_provisional_798,anon_buque_799,anon_imo_245,12/19/2021 00:00:00,01/01/1900 22:00:00,12/20/2021 00:00:00,01/01/1900 22:00:00,anon_imo_245,95.47,11.42,10.0,4500.0
661,anon_provisional_800,anon_buque_801,anon_imo_246,12/27/2021 00:00:00,01/01/1900 13:00:00,12/29/2021 00:00:00,01/01/1900 15:00:00,anon_imo_246,106.07,15.5,0.0,6630.0
662,anon_provisional_802,anon_buque_803,anon_imo_247,02/01/2021 00:00:00,01/01/1900 05:00:00,02/03/2021 00:00:00,01/01/1900 20:00:00,anon_imo_247,119.0,16.0,0.0,6280.0
663,anon_provisional_804,anon_buque_805,anon_imo_248,01/11/2021 00:00:00,01/01/1900 15:00:00,01/13/2021 00:00:00,01/01/1900 22:00:00,anon_imo_248,99.0,12.0,0.0,5666.0
664,anon_provisional_806,anon_buque_807,anon_imo_249,01/24/2021 00:00:00,01/01/1900 12:00:00,01/26/2021 00:00:00,01/01/1900 22:00:00,anon_imo_249,87.0,12.0,0.0,5300.0
665,anon_provisional_808,anon_buque_807,anon_imo_249,06/17/2021 00:00:00,01/01/1900 02:00:00,06/22/2021 00:00:00,01/01/1900 14:00:00,anon_imo_249,87.0,12.0,0.0,5300.0
666,anon_provisional_809,anon_buque_807,anon_imo_249,11/13/2021 00:00:00,01/01/1900 02:00:00,11/16/2021 00:00:00,01/01/1900 22:00:00,anon_imo_249,87.0,12.0,0.0,5300.0
667,anon_provisional_810,anon_buque_811,anon_imo_250,02/03/2021 00:00:00,01/01/1900 15:00:00,02/04/2021 00:00:00,01/01/1900 19:00:00,anon_imo_250,89.0,12.0,0.0,5550.0
668,anon_provisional_812,anon_buque_813,anon_imo_251,02/10/2021 00:00:00,01/01/1900 08:00:00,02/11/2021 00:00:00,01/01/1900 22:00:00,anon_imo_251,87.4,15.2,12.5,6260.0
669,anon_provisional_814,anon_buque_815,anon_imo_252,06/21/2021 00:00:00,01/01/1900 04:00:00,06/22/2021 00:00:00,01/01/1900 20:00:00,anon_imo_252,99.0,15.0,0.0,6220.0
670,anon_provisional_816,anon_buque_817,anon_imo_253,06/22/2021 00:00:00,01/01/1900 11:30:00,06/24/2021 00:00:00,01/01/1900 23:00:00,anon_imo_253,86.0,13.0,0.0,5560.0
671,anon_provisional_818,anon_buque_817,anon_imo_253,06/22/2021 00:00:00,01/01/1900 11:30:00,06/24/2021 00:00:00,01/01/1900 23:00:00,anon_imo_253,86.0,13.0,0.0,5560.0
672,anon_provisional_819,anon_buque_820,anon_imo_254,06/28/2021 00:00:00,01/01/1900 10:00:00,07/02/2021 00:00:00,01/01/1900 22:00:00,anon_imo_254,122.0,14.0,0.0,6500.0
673,anon_provisional_821,anon_buque_820,anon_imo_254,06/28/2021 00:00:00,01/01/1900 10:00:00,07/02/2021 00:00:00,01/01/1900 22:00:00,anon_imo_254,122.0,14.0,0.0,6500.0
674,anon_provisional_822,anon_buque_823,anon_imo_255,05/17/2021 00:00:00,01/01/1900 18:30:00,05/19/2021 00:00:00,01/01/1900 21:00:00,anon_imo_255,136.43,21.2,12.5,8350.0
675,anon_provisional_824,anon_buque_825,anon_imo_256,05/22/2021 00:00:00,01/01/1900 08:00:00,05/24/2021 00:00:00,01/01/1900 03:00:00,anon_imo_256,99890.0,16600.0,0.0,6700.0
676,anon_provisional_826,anon_buque_827,anon_imo_257,05/23/2021 00:00:00,01/01/1900 12:00:00,05/24/2021 00:00:00,01/01/1900 19:00:00,anon_imo_257,88.0,13.0,0.0,6105.0
677,anon_provisional_828,anon_buque_827,anon_imo_257,10/06/2021 00:00:00,01/01/1900 20:00:00,10/08/2021 00:00:00,01/01/1900 22:00:00,anon_imo_257,88.0,13.0,0.0,6105.0
678,anon_provisional_829,anon_buque_830,anon_imo_258,06/01/2021 00:00:00,01/01/1900 03:30:00,06/09/2021 00:00:00,01/01/1900 19:00:00,anon_imo_258,89.9,14.5,0.0,6300.0
679,anon_provisional_831,anon_buque_832,anon_imo_259,04/24/2021 00:00:00,01/01/1900 14:00:00,04/25/2021 00:00:00,01/01/1900 15:00:00,anon_imo_259,89.0,14.0,0.0,6270.0
680,anon_provisional_833,anon_buque_832,anon_imo_259,12/14/2021 00:00:00,01/01/1900 20:00:00,12/16/2021 00:00:00,01/01/1900 23:00:00,anon_imo_259,89.0,14.0,0.0,6270.0
681,anon_provisional_834,anon_buque_835,anon_imo_260,05/04/2021 00:00:00,01/01/1900 08:00:00,05/06/2021 00:00:00,01/01/1900 18:00:00,anon_imo_260,108.0,18.0,0.0,7010.0
682,anon_provisional_836,anon_buque_837,anon_imo_261,05/05/2021 00:00:00,01/01/1900 04:00:00,05/06/2021 00:00:00,01/01/1900 02:00:00,anon_imo_261,122.0,17.0,0.0,5.06
683,anon_provisional_838,anon_buque_839,anon_imo_262,05/05/2021 00:00:00,01/01/1900 16:00:00,05/08/2021 00:00:00,01/01/1900 22:00:00,anon_imo_262,119.0,14.0,0.0,7186.0
684,anon_provisional_840,anon_buque_839,anon_imo_262,07/16/2021 00:00:00,01/01/1900 22:00:00,07/18/2021 00:00:00,01/01/1900 22:00:00,anon_imo_262,119.0,14.0,0.0,7186.0
685,anon_provisional_841,anon_buque_842,anon_imo_263,05/07/2021 00:00:00,01/01/1900 08:00:00,05/09/2021 00:00:00,01/01/1900 12:00:00,anon_imo_263,108.17,18.2,0.0,7.01
686,anon_provisional_843,anon_buque_844,anon_imo_264,05/09/2021 00:00:00,01/01/1900 10:00:00,05/12/2021 00:00:00,01/01/1900 12:00:00,anon_imo_264,118.0,13.0,0.0,6080.0
687,anon_provisional_845,anon_buque_846,anon_imo_265,03/25/2021 00:00:00,01/01/1900 07:00:00,03/29/2021 00:00:00,01/01/1900 22:00:00,anon_imo_265,89.95,14.4,11.0,5.8
688,anon_provisional_847,anon_buque_848,anon_imo_266,04/12/2021 00:00:00,01/01/1900 18:00:00,04/13/2021 00:00:00,01/01/1900 19:00:00,anon_imo_266,89.0,13.0,0.0,6000.0
689,anon_provisional_849,anon_buque_850,anon_imo_267,04/20/2021 00:00:00,01/01/1900 20:00:00,04/23/2021 00:00:00,01/01/1900 16:00:00,anon_imo_267,89.0,15.0,0.0,6130.0
690,anon_provisional_851,anon_buque_852,anon_imo_268,02/19/2021 00:00:00,01/01/1900 05:00:00,02/20/2021 00:00:00,01/01/1900 22:00:00,anon_imo_268,120.0,17.0,0.0,6370.0
691,anon_provisional_853,anon_buque_854,anon_imo_269,02/27/2021 00:00:00,01/01/1900 02:00:00,03/02/2021 00:00:00,01/01/1900 22:00:00,anon_imo_269,87.88,13.6,0.0,7.7
692,anon_provisional_855,anon_buque_856,anon_imo_270,03/11/2021 00:00:00,01/01/1900 21:00:00,03/13/2021 00:00:00,01/01/1900 16:00:00,anon_imo_270,89.95,14.4,0.0,6220.0
693,anon_provisional_857,anon_buque_858,anon_imo_271,03/18/2021 00:00:00,01/01/1900 15:00:00,03/20/2021 00:00:00,01/01/1900 16:00:00,anon_imo_271,89.95,14.4,0.0,6.21
694,anon_provisional_859,anon_buque_860,anon_imo_272,11/21/2021 00:00:00,01/01/1900 10:00:00,11/25/2021 00:00:00,01/01/1900 09:00:00,anon_imo_272,19.0,6.0,0.0,2130.0
695,anon_provisional_861,anon_buque_860,anon_imo_272,11/29/2021 00:00:00,01/01/1900 10:00:00,12/10/2021 00:00:00,01/01/1900 15:00:00,anon_imo_272,19.0,6.0,0.0,2130.0
696,anon_provisional_862,anon_buque_860,anon_imo_272,12/11/2021 00:00:00,01/01/1900 10:00:00,01/14/2022 00:00:00,01/01/1900 09:00:00,anon_imo_272,19.0,6.0,0.0,2130.0
697,anon_provisional_863,anon_buque_864,anon_imo_273,11/24/2021 00:00:00,01/01/1900 08:00:00,02/04/2022 00:00:00,01/01/1900 09:00:00,anon_imo_273,82.0,16.0,0.0,4490.0
698,anon_provisional_865,anon_buque_866,anon_imo_274,01/01/2021 00:00:00,01/01/1900 20:00:00,01/10/2021 00:00:00,01/01/1900 10:00:00,anon_imo_274,45.5,9.7,,3.45
699,anon_provisional_867,anon_buque_866,anon_imo_274,01/01/2021 00:00:00,01/01/1900 06:00:00,01/10/2021 00:00:00,01/01/1900 20:00:00,anon_imo_274,45.5,9.7,,3.45
702,anon_provisional_868,anon_buque_869,anon_imo_275,04/15/2021 00:00:00,01/01/1900 20:00:00,04/18/2021 00:00:00,01/01/1900 20:00:00,anon_imo_275,151.0,25.0,0.0,5670.0
703,anon_provisional_870,anon_buque_871,anon_imo_276,05/20/2021 00:00:00,01/01/1900 22:00:00,05/25/2021 00:00:00,01/01/1900 20:00:00,anon_imo_276,104.0,13.0,0.0,6190.0
704,anon_provisional_872,anon_buque_873,anon_imo_277,06/22/2021 00:00:00,01/01/1900 10:00:00,06/24/2021 00:00:00,01/01/1900 13:00:00,anon_imo_277,89.95,14.55,12.0,5844.0
706,anon_provisional_874,anon_buque_875,anon_imo_278,11/15/2021 00:00:00,01/01/1900 09:00:00,11/19/2021 00:00:00,01/01/1900 15:00:00,anon_imo_278,60.0,12.9,,4.75
708,anon_provisional_876,anon_buque_877,anon_imo_279,08/03/2021 00:00:00,01/01/1900 12:00:00,08/06/2021 00:00:00,01/01/1900 22:00:00,anon_imo_279,81.34,11.3,0.0,4700.0
710,anon_provisional_878,anon_buque_879,anon_imo_280,08/08/2021 00:00:00,01/01/1900 08:00:00,08/09/2021 00:00:00,01/01/1900 08:00:00,anon_imo_280,105.0,16.0,0.0,6290.0
711,anon_provisional_880,anon_buque_881,anon_imo_281,08/12/2021 00:00:00,01/01/1900 05:00:00,08/12/2021 00:00:00,01/01/1900 21:00:00,anon_imo_281,126.7,19.7,14.0,7.7
712,anon_provisional_882,anon_buque_883,anon_imo_282,12/29/2021 00:00:00,01/01/1900 08:00:00,01/03/2022 00:00:00,01/01/1900 10:00:00,anon_imo_282,42.0,8.6,,2.71
713,anon_provisional_884,anon_buque_885,anon_imo_283,12/14/2021 00:00:00,01/01/1900 05:00:00,12/16/2021 00:00:00,01/01/1900 15:00:00,anon_imo_283,89.5,13.7,11.0,6000.0
714,anon_provisional_886,anon_buque_887,anon_imo_284,12/17/2021 00:00:00,01/01/1900 06:00:00,12/23/2021 00:00:00,01/01/1900 22:00:00,anon_imo_284,112.7,17.6,,7.2
715,anon_provisional_888,anon_buque_889,anon_imo_285,12/17/2021 00:00:00,01/01/1900 06:00:00,12/21/2021 00:00:00,01/01/1900 21:00:00,anon_imo_285,126.0,15.0,14.0,6980.0
716,anon_provisional_890,anon_buque_891,anon_imo_286,12/19/2021 00:00:00,01/01/1900 12:00:00,12/21/2021 00:00:00,01/01/1900 23:00:00,anon_imo_286,125.15,16.4,12.0,7.15
717,anon_provisional_892,anon_buque_893,anon_imo_287,12/21/2021 00:00:00,01/01/1900 08:00:00,12/23/2021 00:00:00,01/01/1900 15:00:00,anon_imo_287,86.0,15.0,0.0,6350.0
718,anon_provisional_894,anon_buque_893,anon_imo_287,04/26/2021 00:00:00,01/01/1900 22:00:00,04/27/2021 00:00:00,01/01/1900 23:00:00,anon_imo_287,86.0,15.0,0.0,6350.0
719,anon_provisional_895,anon_buque_896,anon_imo_288,12/24/2021 00:00:00,01/01/1900 11:00:00,12/27/2021 00:00:00,01/01/1900 21:00:00,anon_imo_288,87.82,12.9,0.0,5606.0
720,anon_provisional_897,anon_buque_898,anon_imo_289,12/25/2021 00:00:00,01/01/1900 22:00:00,12/28/2021 00:00:00,01/01/1900 15:00:00,anon_imo_289,89.95,14.4,0.0,6.4
721,anon_provisional_899,anon_buque_900,anon_imo_290,08/25/2021 00:00:00,01/01/1900 00:01:00,10/31/2021 00:00:00,01/01/1900 00:00:00,anon_imo_290,23.8,11.0,,4.8
722,anon_provisional_901,anon_buque_902,anon_imo_291,08/31/2021 00:00:00,01/01/1900 23:00:00,09/02/2021 00:00:00,01/01/1900 04:00:00,anon_imo_291,140.64,21.8,,7.35
723,anon_provisional_903,anon_buque_902,anon_imo_291,09/08/2021 00:00:00,01/01/1900 08:00:00,09/08/2021 00:00:00,01/01/1900 21:00:00,anon_imo_291,140.64,21.8,,7.35
724,anon_provisional_904,anon_buque_905,anon_imo_292,10/29/2021 00:00:00,01/01/1900 12:00:00,10/30/2021 00:00:00,01/01/1900 22:00:00,anon_imo_292,99.0,15.0,0.0,6220.0
725,anon_provisional_906,anon_buque_905,anon_imo_292,06/16/2021 00:00:00,01/01/1900 22:00:00,06/18/2021 00:00:00,01/01/1900 22:00:00,anon_imo_292,99.0,15.0,0.0,6220.0
726,anon_provisional_907,anon_buque_908,anon_imo_293,11/05/2021 00:00:00,01/01/1900 06:30:00,11/05/2021 00:00:00,01/01/1900 22:00:00,anon_imo_293,89.0,12.0,0.0,4700.0
727,anon_provisional_909,anon_buque_910,anon_imo_294,11/10/2021 00:00:00,01/01/1900 12:00:00,11/11/2021 00:00:00,01/01/1900 22:22:00,anon_imo_294,89.0,14.0,0.0,6100.0
728,anon_provisional_911,anon_buque_912,anon_imo_295,11/17/2021 00:00:00,01/01/1900 18:00:00,11/19/2021 00:00:00,01/01/1900 20:00:00,anon_imo_295,108.2,18.2,11.0,7060.0
729,anon_provisional_913,anon_buque_914,anon_imo_296,02/05/2021 00:00:00,01/01/1900 03:00:00,02/06/2021 00:00:00,01/01/1900 15:00:00,anon_imo_296,129.5,19.8,,8.15
730,anon_provisional_915,anon_buque_916,anon_imo_297,02/13/2021 00:00:00,01/01/1900 04:00:00,02/13/2021 00:00:00,01/01/1900 20:00:00,anon_imo_297,103.0,16.0,13.5,7010.0
731,anon_provisional_917,anon_buque_918,anon_imo_298,02/14/2021 00:00:00,01/01/1900 13:00:00,02/15/2021 00:00:00,01/01/1900 22:00:00,anon_imo_298,87.9,12.8,10.0,5.6
732,anon_provisional_919,anon_buque_920,anon_imo_299,02/16/2021 00:00:00,01/01/1900 20:00:00,02/19/2021 00:00:00,01/01/1900 20:00:00,anon_imo_299,112.0,17.2,0.0,6900.0
733,anon_provisional_921,anon_buque_922,anon_imo_300,02/18/2021 00:00:00,01/01/1900 19:00:00,02/22/2021 00:00:00,01/01/1900 22:00:00,anon_imo_300,132.1,18.4,0.0,7.78
734,anon_provisional_923,anon_buque_924,anon_imo_301,04/26/2021 00:00:00,01/01/1900 20:00:00,04/28/2021 00:00:00,01/01/1900 23:00:00,anon_imo_301,88.0,12.0,0.0,4350.0
735,anon_provisional_925,anon_buque_926,anon_imo_302,12/27/2021 00:00:00,01/01/1900 05:00:00,12/30/2021 00:00:00,01/01/1900 20:00:00,anon_imo_302,104.0,12.0,0.0,5600.0
736,anon_provisional_927,anon_buque_928,anon_imo_303,01/19/2021 00:00:00,01/01/1900 22:00:00,01/20/2021 00:00:00,01/01/1900 23:00:00,anon_imo_303,99.0,15.0,0.0,6196.0
737,anon_provisional_929,anon_buque_930,anon_imo_304,02/18/2021 00:00:00,01/01/1900 16:00:00,02/19/2021 00:00:00,01/01/1900 20:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
