Unnamed: 0,PROVISIONAL,BUQUE,IMO,FECHA_ETA,HORA_ETA,FECHA_ETD,HORA_ETD,TXTNUMIMO,TXTESLORA,TXTMANGA,TXTVELMAX,TXTCALADO
738,anon_provisional_931,anon_buque_930,anon_imo_304,02/20/2021 00:00:00,01/01/1900 16:00:00,02/22/2021 00:00:00,01/01/1900 20:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
739,anon_provisional_932,anon_buque_930,anon_imo_304,02/03/2021 00:00:00,01/01/1900 18:00:00,02/04/2021 00:00:00,01/01/1900 20:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
740,anon_provisional_933,anon_buque_930,anon_imo_304,02/05/2021 00:00:00,01/01/1900 16:00:00,02/06/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
741,anon_provisional_934,anon_buque_930,anon_imo_304,02/07/2021 00:00:00,01/01/1900 16:00:00,02/08/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
742,anon_provisional_935,anon_buque_930,anon_imo_304,02/09/2021 00:00:00,01/01/1900 16:00:00,02/10/2021 00:00:00,01/01/1900 19:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
743,anon_provisional_936,anon_buque_930,anon_imo_304,02/11/2021 00:00:00,01/01/1900 16:00:00,02/12/2021 00:00:00,01/01/1900 19:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
744,anon_provisional_937,anon_buque_930,anon_imo_304,02/13/2021 00:00:00,01/01/1900 16:00:00,02/15/2021 00:00:00,01/01/1900 19:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
745,anon_provisional_938,anon_buque_930,anon_imo_304,02/16/2021 00:00:00,01/01/1900 16:00:00,02/17/2021 00:00:00,01/01/1900 20:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
746,anon_provisional_939,anon_buque_930,anon_imo_304,01/01/2021 00:00:00,01/01/1900 16:00:00,01/02/2021 00:00:00,01/01/1900 20:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
747,anon_provisional_940,anon_buque_930,anon_imo_304,01/03/2021 00:00:00,01/01/1900 16:00:00,01/05/2021 00:00:00,01/01/1900 16:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
748,anon_provisional_941,anon_buque_930,anon_imo_304,01/06/2021 00:00:00,01/01/1900 16:00:00,01/08/2021 00:00:00,01/01/1900 19:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
749,anon_provisional_942,anon_buque_930,anon_imo_304,01/09/2021 00:00:00,01/01/1900 16:00:00,01/11/2021 00:00:00,01/01/1900 19:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
750,anon_provisional_943,anon_buque_930,anon_imo_304,01/12/2021 00:00:00,01/01/1900 16:00:00,01/13/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
751,anon_provisional_944,anon_buque_930,anon_imo_304,01/14/2021 00:00:00,01/01/1900 14:00:00,01/15/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
752,anon_provisional_945,anon_buque_930,anon_imo_304,01/16/2021 00:00:00,01/01/1900 16:00:00,01/18/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
753,anon_provisional_946,anon_buque_930,anon_imo_304,01/19/2021 00:00:00,01/01/1900 16:00:00,01/20/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
754,anon_provisional_947,anon_buque_930,anon_imo_304,01/21/2021 00:00:00,01/01/1900 16:00:00,01/22/2021 00:00:00,01/01/1900 20:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
755,anon_provisional_948,anon_buque_930,anon_imo_304,01/23/2021 00:00:00,01/01/1900 16:00:00,01/25/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
756,anon_provisional_949,anon_buque_930,anon_imo_304,01/26/2021 00:00:00,01/01/1900 16:00:00,01/27/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
757,anon_provisional_950,anon_buque_930,anon_imo_304,01/28/2021 00:00:00,01/01/1900 16:00:00,01/29/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
758,anon_provisional_951,anon_buque_930,anon_imo_304,01/28/2021 00:00:00,01/01/1900 16:00:00,01/29/2021 00:00:00,01/01/1900 22:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
759,anon_provisional_952,anon_buque_930,anon_imo_304,01/30/2021 00:00:00,01/01/1900 16:00:00,02/01/2021 00:00:00,01/01/1900 18:00:00,anon_imo_304,100.0,15.0,0.0,4880.0
760,anon_provisional_953,anon_buque_954,anon_imo_305,02/19/2021 00:00:00,01/01/1900 16:00:00,02/20/2021 00:00:00,01/01/1900 18:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
761,anon_provisional_955,anon_buque_954,anon_imo_305,02/04/2021 00:00:00,01/01/1900 16:00:00,02/05/2021 00:00:00,01/01/1900 20:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
762,anon_provisional_956,anon_buque_954,anon_imo_305,02/06/2021 00:00:00,01/01/1900 16:00:00,02/09/2021 00:00:00,01/01/1900 19:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
763,anon_provisional_957,anon_buque_954,anon_imo_305,02/10/2021 00:00:00,01/01/1900 16:00:00,02/11/2021 00:00:00,01/01/1900 19:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
764,anon_provisional_958,anon_buque_954,anon_imo_305,02/12/2021 00:00:00,01/01/1900 16:00:00,02/13/2021 00:00:00,01/01/1900 18:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
765,anon_provisional_959,anon_buque_954,anon_imo_305,02/14/2021 00:00:00,01/01/1900 16:00:00,02/16/2021 00:00:00,01/01/1900 19:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
766,anon_provisional_960,anon_buque_954,anon_imo_305,02/02/2021 00:00:00,01/01/1900 16:00:00,02/03/2021 00:00:00,01/01/1900 20:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
767,anon_provisional_961,anon_buque_954,anon_imo_305,02/17/2021 00:00:00,01/01/1900 16:00:00,02/18/2021 00:00:00,01/01/1900 20:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
768,anon_provisional_962,anon_buque_954,anon_imo_305,01/22/2021 00:00:00,01/01/1900 16:00:00,01/25/2021 00:00:00,01/01/1900 08:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
769,anon_provisional_963,anon_buque_954,anon_imo_305,01/24/2021 00:00:00,01/01/1900 16:00:00,01/26/2021 00:00:00,01/01/1900 18:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
770,anon_provisional_964,anon_buque_954,anon_imo_305,01/27/2021 00:00:00,01/01/1900 16:00:00,01/28/2021 00:00:00,01/01/1900 18:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
771,anon_provisional_965,anon_buque_954,anon_imo_305,01/29/2021 00:00:00,01/01/1900 16:00:00,01/30/2021 00:00:00,01/01/1900 18:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
772,anon_provisional_966,anon_buque_954,anon_imo_305,01/31/2021 00:00:00,01/01/1900 16:00:00,02/01/2021 00:00:00,01/01/1900 19:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
773,anon_provisional_967,anon_buque_954,anon_imo_305,02/21/2021 00:00:00,01/01/1900 12:00:00,02/23/2021 00:00:00,01/01/1900 22:00:00,anon_imo_305,90.0,15.0,0.0,4630.0
774,anon_provisional_968,anon_buque_969,anon_imo_306,01/26/2021 00:00:00,01/01/1900 14:00:00,01/27/2021 00:00:00,01/01/1900 12:00:00,anon_imo_306,87.0,12.0,0.0,5460.0
775,anon_provisional_970,anon_buque_971,anon_imo_307,02/04/2021 00:00:00,01/01/1900 08:00:00,03/19/2021 00:00:00,01/01/1900 10:30:00,anon_imo_307,126.0,15.0,0.0,7680.0
776,anon_provisional_972,anon_buque_973,anon_imo_308,09/25/2021 00:00:00,01/01/1900 01:00:00,09/27/2021 00:00:00,01/01/1900 18:30:00,anon_imo_308,100.0,14.0,0.0,3.0
777,anon_provisional_974,anon_buque_973,anon_imo_308,10/15/2021 00:00:00,01/01/1900 02:00:00,10/17/2021 00:00:00,01/01/1900 18:00:00,anon_imo_308,100.0,14.0,0.0,3.0
778,anon_provisional_975,anon_buque_976,anon_imo_309,10/03/2021 00:00:00,01/01/1900 23:30:00,10/04/2021 00:00:00,01/01/1900 18:30:00,anon_imo_309,131.46,18.0,0.0,4.7
779,anon_provisional_977,anon_buque_978,anon_imo_310,01/02/2021 00:00:00,01/01/1900 08:00:00,01/04/2021 00:00:00,01/01/1900 18:00:00,anon_imo_310,100.6,16.5,15.0,5.91
780,anon_provisional_979,anon_buque_978,anon_imo_310,01/05/2021 00:00:00,01/01/1900 16:00:00,01/07/2021 00:00:00,01/01/1900 16:00:00,anon_imo_310,100.6,16.5,15.0,5.91
781,anon_provisional_980,anon_buque_978,anon_imo_310,01/08/2021 00:00:00,01/01/1900 16:00:00,01/09/2021 00:00:00,01/01/1900 16:00:00,anon_imo_310,100.6,16.5,15.0,5.91
782,anon_provisional_981,anon_buque_978,anon_imo_310,01/10/2021 00:00:00,01/01/1900 14:00:00,01/12/2021 00:00:00,01/01/1900 18:00:00,anon_imo_310,100.6,16.5,15.0,5.91
783,anon_provisional_982,anon_buque_978,anon_imo_310,01/13/2021 00:00:00,01/01/1900 14:00:00,01/14/2021 00:00:00,01/01/1900 18:00:00,anon_imo_310,100.6,16.5,15.0,5.91
784,anon_provisional_983,anon_buque_978,anon_imo_310,01/15/2021 00:00:00,01/01/1900 14:00:00,01/16/2021 00:00:00,01/01/1900 18:00:00,anon_imo_310,100.6,16.5,15.0,5.91
785,anon_provisional_984,anon_buque_978,anon_imo_310,01/17/2021 00:00:00,01/01/1900 16:00:00,01/19/2021 00:00:00,01/01/1900 18:00:00,anon_imo_310,100.6,16.5,15.0,5.91
786,anon_provisional_985,anon_buque_978,anon_imo_310,01/22/2021 00:00:00,01/01/1900 22:00:00,01/23/2021 00:00:00,01/01/1900 15:00:00,anon_imo_310,100.6,16.5,15.0,5.91
787,anon_provisional_986,anon_buque_987,anon_imo_311,01/14/2021 00:00:00,01/01/1900 12:00:00,05/16/2021 00:00:00,01/01/1900 01:00:00,anon_imo_311,28.0,8.1,,3.0
788,anon_provisional_988,anon_buque_989,anon_imo_312,01/04/2021 00:00:00,01/01/1900 12:00:00,01/07/2021 00:00:00,01/01/1900 22:00:00,anon_imo_312,168.0,26.0,0.0,9536.0
789,anon_provisional_990,anon_buque_989,anon_imo_312,02/20/2021 00:00:00,01/01/1900 12:00:00,02/23/2021 00:00:00,01/01/1900 22:00:00,anon_imo_312,168.0,26.0,0.0,9536.0
790,anon_provisional_991,anon_buque_992,anon_imo_313,01/14/2021 00:00:00,01/01/1900 12:00:00,01/21/2021 00:00:00,01/01/1900 14:00:00,anon_imo_313,144.0,15.0,0.0,8000.0
791,anon_provisional_993,anon_buque_994,anon_imo_314,01/16/2021 00:00:00,01/01/1900 08:00:00,01/22/2021 00:00:00,01/01/1900 01:00:00,anon_imo_314,106.0,15.0,0.0,6630.0
792,anon_provisional_995,anon_buque_996,anon_imo_315,02/06/2021 00:00:00,01/01/1900 18:00:00,02/10/2021 00:00:00,01/01/1900 12:00:00,anon_imo_315,132.0,15.0,0.0,7800.0
793,anon_provisional_997,anon_buque_998,anon_imo_316,02/06/2021 00:00:00,01/01/1900 08:00:00,02/08/2021 00:00:00,01/01/1900 12:00:00,anon_imo_316,99.0,15.0,0.0,6180.0
794,anon_provisional_999,anon_buque_1000,anon_imo_317,04/20/2021 00:00:00,01/01/1900 12:00:00,04/21/2021 00:00:00,01/01/1900 14:00:00,anon_imo_317,118.0,13.0,0.0,6080.0
795,anon_provisional_1001,anon_buque_1002,anon_imo_318,04/27/2021 00:00:00,01/01/1900 04:00:00,04/29/2021 00:00:00,01/01/1900 22:00:00,anon_imo_318,118.0,15.0,0.0,7050.0
796,anon_provisional_1003,anon_buque_1004,anon_imo_319,05/06/2021 00:00:00,01/01/1900 12:00:00,05/07/2021 00:00:00,01/01/1900 22:00:00,anon_imo_319,89.0,13.0,0.0,5850.0
797,anon_provisional_1005,anon_buque_1006,anon_imo_320,05/10/2021 00:00:00,01/01/1900 08:00:00,05/10/2021 00:00:00,01/01/1900 18:00:00,anon_imo_320,122.02,18.7,0.0,6948.0
798,anon_provisional_1007,anon_buque_1008,anon_imo_321,05/21/2021 00:00:00,01/01/1900 12:00:00,05/22/2021 00:00:00,01/01/1900 15:00:00,anon_imo_321,89.0,14.0,0.0,6210.0
799,anon_provisional_1009,anon_buque_1010,anon_imo_322,06/08/2021 00:00:00,01/01/1900 14:00:00,06/09/2021 00:00:00,01/01/1900 22:00:00,anon_imo_322,112.0,17.0,0.0,6300.0
800,anon_provisional_1011,anon_buque_1012,anon_imo_323,06/19/2021 00:00:00,01/01/1900 08:00:00,06/21/2021 00:00:00,01/01/1900 22:00:00,anon_imo_323,124.5,19.0,0.0,7.71
801,anon_provisional_1013,anon_buque_1014,anon_imo_324,08/01/2021 00:00:00,01/01/1900 12:00:00,08/03/2021 00:00:00,01/01/1900 22:00:00,anon_imo_324,93.0,14.0,0.0,6327.0
802,anon_provisional_1015,anon_buque_1016,anon_imo_325,09/05/2021 00:00:00,01/01/1900 02:00:00,09/06/2021 00:00:00,01/01/1900 22:00:00,anon_imo_325,38.35,8.0,,
803,anon_provisional_1017,anon_buque_1016,anon_imo_325,09/05/2021 00:00:00,01/01/1900 02:00:00,09/06/2021 00:00:00,01/01/1900 22:00:00,anon_imo_325,38.35,8.0,,
804,anon_provisional_1018,anon_buque_1019,anon_imo_326,10/17/2021 00:00:00,01/01/1900 18:00:00,10/19/2021 00:00:00,01/01/1900 10:30:00,anon_imo_326,89.0,14.0,0.0,6220.0
805,anon_provisional_1020,anon_buque_1021,anon_imo_327,10/25/2021 00:00:00,01/01/1900 12:00:00,10/28/2021 00:00:00,01/01/1900 22:00:00,anon_imo_327,140.67,24.03,0.0,11.0
806,anon_provisional_1022,anon_buque_1023,anon_imo_328,10/27/2021 00:00:00,01/01/1900 15:00:00,10/28/2021 00:00:00,01/01/1900 22:00:00,anon_imo_328,99.0,12.0,0.0,5670.0
807,anon_provisional_1024,anon_buque_1025,anon_imo_329,11/10/2021 00:00:00,01/01/1900 06:00:00,11/12/2021 00:00:00,01/01/1900 13:00:00,anon_imo_329,181.0,25.0,0.0,5950.0
808,anon_provisional_1026,anon_buque_1027,anon_imo_330,11/21/2021 00:00:00,01/01/1900 08:00:00,11/23/2021 00:00:00,01/01/1900 08:00:00,anon_imo_330,180.0,22.0,0.0,9910.0
809,anon_provisional_1028,anon_buque_1029,anon_imo_331,12/02/2021 00:00:00,01/01/1900 00:01:00,12/04/2021 00:00:00,01/01/1900 06:30:00,anon_imo_331,181.0,25460.0,0.0,5950.0
810,anon_provisional_1030,anon_buque_1031,anon_imo_332,12/23/2021 00:00:00,01/01/1900 14:00:00,12/28/2021 00:00:00,01/01/1900 22:00:00,anon_imo_332,118.0,16.0,0.0,6540.0
811,anon_provisional_1032,anon_buque_1033,anon_imo_333,12/31/2021 00:00:00,01/01/1900 05:00:00,01/01/2022 00:00:00,01/01/1900 22:00:00,anon_imo_333,88.0,12.0,0.0,5420.0
812,anon_provisional_1034,anon_buque_1035,anon_imo_334,03/09/2021 00:00:00,01/01/1900 22:00:00,03/12/2021 00:00:00,01/01/1900 08:00:00,anon_imo_334,39.29,10.15,9.0,2.5
