case_id,activity,time:timestamp:start,time:timestamp:end
0,A52,2021-10-31 00:00:00,2021-11-01 05:02:00
0,A43,2021-11-01 05:02:00,2021-11-01 05:42:00
0,A63,2021-11-01 05:42:00,2021-11-01 06:25:00
0,A60,2021-11-01 06:25:00,2021-11-01 10:18:00
0,A66,2021-11-01 10:18:00,2021-11-02 03:47:00
0,A46,2021-11-02 03:47:00,2021-11-02 20:45:00
0,A57,2021-11-02 20:45:00,2021-11-02 20:51:00
0,A18,2021-11-02 20:51:00,2021-11-03 00:38:00
0,A58,2021-11-03 00:38:00,2021-11-03 21:06:00
0,A50,2021-11-03 21:06:00,2021-11-03 21:08:00
0,A51,2021-11-03 21:08:00,2021-11-04 05:03:00
0,A33,2021-11-04 05:03:00,2021-11-04 13:20:00
0,A49,2021-11-04 13:20:00,2021-11-05 01:06:00
0,A47,2021-11-05 01:06:00,2021-11-05 11:36:00
0,A112,2021-11-05 11:36:00,2021-11-05 20:55:00
0,A53,2021-11-05 20:55:00,2021-11-05 21:01:00
0,A45,2021-11-05 21:01:00,2021-11-06 06:58:00
0,A111,2021-11-06 06:58:00,2021-11-06 15:14:00
0,A44,2021-11-06 15:14:00,2021-11-07 05:47:00
0,A107,2021-11-07 05:47:00,2021-11-07 14:08:00
0,A54,2021-11-07 14:08:00,2021-11-08 10:44:00
0,A48,2021-11-08 10:44:00,2021-11-08 11:32:00
0,A119,2021-11-08 11:32:00,2021-11-08 12:32:00
0,A56,2021-11-08 12:32:00,2021-11-08 15:32:00
0,A1,2021-11-08 15:32:00,2021-11-09 00:52:00
