case_id,activity,time:timestamp:start,time:timestamp:end
0,A52,2021-08-07 00:00:00,2021-08-08 05:02:00
0,A43,2021-08-08 05:02:00,2021-08-08 05:42:00
0,A63,2021-08-08 05:42:00,2021-08-08 06:25:00
0,A60,2021-08-08 06:25:00,2021-08-08 10:18:00
0,A79,2021-08-08 10:18:00,2021-08-08 13:46:00
0,A46,2021-08-08 13:46:00,2021-08-09 06:44:00
0,A57,2021-08-09 06:44:00,2021-08-09 06:50:00
0,A61,2021-08-09 06:50:00,2021-08-10 04:06:00
0,A13,2021-08-10 04:06:00,2021-08-10 07:25:00
0,A58,2021-08-10 07:25:00,2021-08-11 03:53:00
0,A50,2021-08-11 03:53:00,2021-08-11 03:55:00
0,A51,2021-08-11 03:55:00,2021-08-11 11:50:00
0,A28,2021-08-11 11:50:00,2021-08-11 22:04:00
0,A8,2021-08-11 22:04:00,2021-08-12 00:55:00
0,A58,2021-08-12 00:55:00,2021-08-12 21:23:00
0,A50,2021-08-12 21:23:00,2021-08-12 21:25:00
0,A51,2021-08-12 21:25:00,2021-08-13 05:20:00
0,A29,2021-08-13 05:20:00,2021-08-13 16:09:00
0,A49,2021-08-13 16:09:00,2021-08-14 03:55:00
0,A47,2021-08-14 03:55:00,2021-08-14 14:25:00
0,A104,2021-08-14 14:25:00,2021-08-14 21:12:00
0,A44,2021-08-14 21:12:00,2021-08-15 11:45:00
0,A107,2021-08-15 11:45:00,2021-08-15 20:06:00
0,A54,2021-08-15 20:06:00,2021-08-16 16:42:00
0,A48,2021-08-16 16:42:00,2021-08-16 17:30:00
0,A119,2021-08-16 17:30:00,2021-08-16 18:30:00
0,A56,2021-08-16 18:30:00,2021-08-16 21:30:00
0,A1,2021-08-16 21:30:00,2021-08-17 06:16:00
